"TIMESTAMP","RECORD","Result_30cm_Avg","Result_50cm_Avg","Result_100cm_Avg","Result_150cm_Avg","Result_200cm_Avg","Result_300cm_Avg","Result_500cm_Avg","Result_700cm_Avg","Result_900cm_Avg","Result_30Ncm_Avg","Result_50Ncm_Avg","Result_60Ncm_Avg","Result_80Ncm_Avg","Result_100Ncm_Avg","BattV"
"2023-08-28 13:30:00",12,31.83,0,0.004,13.92,34.8,29.36,23.35,26.22,31.98,7.379,0.734,0.925,0.589,0.56,13.21
"2023-08-28 13:40:00",13,31.79,0,0.004,13.92,34.83,29.35,23.37,26.25,32.06,7.383,0.748,0.928,0.59,0.56,13.2
"2023-08-28 13:50:00",14,31.87,0,0.004,13.91,34.82,29.34,23.36,26.23,32.07,7.39,0.759,0.932,0.589,0.56,13.18
"2023-08-28 14:00:00",15,31.81,0,0.004,13.93,34.82,29.34,23.37,26.24,32.05,7.396,0.768,0.937,0.589,0.56,13.16
"2023-08-28 14:10:00",16,31.84,0,0.004,13.95,34.85,29.34,23.37,26.24,32.07,7.403,0.777,0.943,0.589,0.56,13.13
"2023-08-28 14:20:00",17,31.87,0,0.004,13.92,34.85,29.34,23.37,26.23,32.07,7.41,0.784,0.95,0.589,0.56,13.11
"2023-08-28 14:30:00",18,31.85,0,0.004,13.89,34.85,29.33,23.37,26.23,32.06,7.415,0.791,0.958,0.589,0.56,13.11
"2023-08-28 14:40:00",19,31.81,0,0.004,13.87,34.81,29.3,23.36,26.22,32.07,7.416,0.798,0.968,0.589,0.56,13.12
"2023-08-28 14:50:00",20,31.8,0,0.004,13.93,34.8,29.32,23.37,26.22,32.02,7.423,0.805,0.979,0.589,0.56,13.11
"2023-08-28 15:00:00",21,31.81,0,0.004,13.9,34.84,29.29,23.37,26.21,32.04,7.426,0.81,0.991,0.589,0.56,13.12
"2023-08-28 15:10:00",22,31.81,0,0.004,13.91,34.8,29.31,23.34,26.16,32.02,7.428,0.814,1.002,0.589,0.56,13.12
"2023-08-28 15:20:00",23,31.79,0,0.004,13.92,34.84,29.3,23.37,26.2,32.06,7.429,0.818,1.013,0.589,0.56,13.11
"2023-08-28 15:30:00",24,31.71,0,0.004,13.91,34.83,29.27,23.36,26.2,32.03,7.434,0.821,1.022,0.59,0.56,13.3
"2023-08-28 15:40:00",25,31.73,0,0.004,13.91,34.82,29.29,23.37,26.19,32.04,7.434,0.824,1.028,0.591,0.56,13.12
"2023-08-28 15:50:00",26,31.72,0,0.004,13.91,34.79,29.28,23.37,26.18,32.02,7.434,0.827,1.034,0.592,0.56,13.12
"2023-08-28 16:00:00",27,31.73,0,0.004,13.91,34.77,29.27,23.37,26.16,32.02,7.434,0.829,1.039,0.593,0.56,13.26
"2023-08-28 16:10:00",28,31.69,0,0.004,13.9,34.8,29.27,23.36,26.14,32.01,7.435,0.831,1.043,0.594,0.561,13.16
"2023-08-28 16:20:00",29,31.72,0,0.004,13.93,34.8,29.26,23.31,26.13,32.03,7.434,0.834,1.047,0.596,0.56,13.17
"2023-08-28 16:30:00",30,31.72,0,0.004,13.9,34.8,29.26,23.3,26.12,32.02,7.432,0.835,1.05,0.598,0.56,13.22
"2023-08-28 16:40:00",31,31.72,0,0.004,13.92,34.84,29.25,23.36,26.15,32.05,7.426,0.836,1.053,0.6,0.561,13.2
"2023-08-28 16:50:00",32,31.75,0,0.004,13.93,34.84,29.25,23.36,26.17,32.06,7.422,0.837,1.056,0.602,0.561,13.21
"2023-08-28 17:00:00",33,31.78,0,0.004,13.95,34.84,29.24,23.36,26.16,32.06,7.415,0.838,1.058,0.605,0.561,13.21
"2023-08-28 17:10:00",34,31.77,0,0.004,13.96,34.85,29.24,23.36,26.16,32.06,7.408,0.839,1.06,0.608,0.561,13.21
"2023-08-28 17:20:00",35,31.78,0,0.004,13.96,34.85,29.24,23.36,26.17,32.06,7.403,0.839,1.062,0.61,0.561,13.26
"2023-08-28 17:30:00",36,31.77,0,0.004,13.96,34.85,29.23,23.36,26.17,32.06,7.396,0.84,1.063,0.613,0.56,13.28
"2023-08-28 17:40:00",37,31.76,0,0.004,13.96,34.84,29.22,23.36,26.16,32.06,7.391,0.84,1.065,0.615,0.561,13.31
"2023-08-28 17:50:00",38,31.75,0,0.004,13.96,34.85,29.21,23.36,26.15,32.06,7.386,0.841,1.066,0.618,0.561,13.28
"2023-08-28 18:00:00",39,31.74,0,0.004,13.96,34.84,29.21,23.36,26.15,32.06,7.378,0.842,1.067,0.62,0.561,13.28
"2023-08-28 18:10:00",40,31.72,0,0.004,13.96,34.84,29.2,23.36,26.14,32.06,7.372,0.842,1.068,0.622,0.561,13.31
"2023-08-28 18:20:00",41,31.71,0,0.004,13.96,34.84,29.2,23.36,26.13,32.06,7.365,0.842,1.069,0.624,0.561,13.22
"2023-08-28 18:30:00",42,31.7,0,0.004,13.96,34.84,29.19,23.36,26.13,32.06,7.356,0.842,1.07,0.625,0.561,13.15
"2023-08-28 18:40:00",43,31.68,0,0.004,13.96,34.84,29.18,23.36,26.12,32.06,7.348,0.843,1.071,0.627,0.561,13.1
"2023-08-28 18:50:00",44,31.67,0,0.004,13.96,34.84,29.18,23.36,26.11,32.06,7.341,0.843,1.071,0.628,0.561,13.06
"2023-08-28 19:00:00",45,31.66,0,0.004,13.96,34.84,29.17,23.36,26.11,32.06,7.335,0.843,1.072,0.629,0.561,13.03
"2023-08-28 19:10:00",46,31.65,0,0.004,13.96,34.84,29.17,23.36,26.1,32.06,7.328,0.844,1.072,0.63,0.561,13
"2023-08-28 19:20:00",47,31.63,0,0.004,13.96,34.84,29.16,23.36,26.1,32.06,7.32,0.844,1.073,0.631,0.561,12.99
"2023-08-28 19:30:00",48,31.62,0,0.004,13.96,34.84,29.16,23.36,26.09,32.06,7.313,0.844,1.073,0.631,0.561,12.96
"2023-08-28 19:40:00",49,31.61,0,0.004,13.96,34.84,29.15,23.36,26.08,32.06,7.306,0.844,1.074,0.632,0.561,12.95
"2023-08-28 19:50:00",50,31.6,0,0.004,13.96,34.84,29.15,23.36,26.06,32.06,7.298,0.844,1.074,0.632,0.561,12.94
"2023-08-28 20:00:00",51,31.59,0,0.004,13.96,34.84,29.14,23.36,26.05,32.06,7.29,0.844,1.075,0.633,0.561,12.94
"2023-08-28 20:10:00",52,31.58,0,0.004,13.96,34.84,29.13,23.36,26.03,32.06,7.282,0.844,1.075,0.633,0.561,12.93
"2023-08-28 20:20:00",53,31.56,0,0.004,13.96,34.84,29.13,23.36,26.02,32.06,7.276,0.844,1.075,0.634,0.561,12.93
"2023-08-28 20:30:00",54,31.55,0,0.004,13.96,34.83,29.12,23.36,26,32.06,7.268,0.844,1.075,0.634,0.561,12.92
"2023-08-28 20:40:00",55,31.54,0,0.004,13.96,34.83,29.12,23.36,25.99,32.06,7.261,0.845,1.075,0.634,0.561,12.92
"2023-08-28 20:50:00",56,31.53,0,0.004,13.96,34.83,29.11,23.36,25.99,32.06,7.254,0.845,1.075,0.634,0.561,12.92
"2023-08-28 21:00:00",57,31.53,0,0.004,13.96,34.83,29.11,23.36,25.98,32.05,7.246,0.845,1.076,0.635,0.561,12.91
"2023-08-28 21:10:00",58,31.52,0,0.004,13.96,34.83,29.1,23.36,25.98,32.05,7.239,0.845,1.076,0.635,0.561,12.91
"2023-08-28 21:20:00",59,31.51,0,0.004,13.96,34.83,29.1,23.36,25.98,32.05,7.232,0.845,1.076,0.635,0.561,12.91
"2023-08-28 21:30:00",60,31.5,0,0.004,13.96,34.83,29.09,23.36,25.98,32.05,7.225,0.845,1.076,0.636,0.561,12.91
"2023-08-28 21:40:00",61,31.49,0,0.004,13.96,34.83,29.09,23.36,25.97,32.05,7.22,0.845,1.076,0.636,0.561,12.91
"2023-08-28 21:50:00",62,31.49,0,0.004,13.96,34.83,29.08,23.36,25.97,32.05,7.212,0.845,1.077,0.636,0.561,12.91
"2023-08-28 22:00:00",63,31.48,0,0.004,13.96,34.83,29.07,23.36,25.96,32.05,7.205,0.845,1.077,0.636,0.561,12.91
"2023-08-28 22:10:00",64,31.48,0,0.004,13.96,34.83,29.07,23.36,25.96,32.05,7.199,0.845,1.077,0.636,0.562,12.9
"2023-08-28 22:20:00",65,31.47,0,0.004,13.96,34.83,29.06,23.36,25.96,32.04,7.194,0.845,1.077,0.636,0.562,12.9
"2023-08-28 22:30:00",66,31.46,0,0.004,13.96,34.83,29.06,23.36,25.96,32.04,7.188,0.845,1.077,0.636,0.562,12.9
"2023-08-28 22:40:00",67,31.46,0,0.004,13.96,34.83,29.05,23.36,25.95,32.04,7.176,0.844,1.077,0.636,0.562,12.9
"2023-08-28 22:50:00",68,31.45,0,0.004,13.96,34.83,29.05,23.36,25.95,32.04,7.17,0.844,1.077,0.636,0.562,12.9
"2023-08-28 23:00:00",69,31.45,0,0.004,13.96,34.83,29.04,23.36,25.95,32.04,7.164,0.844,1.077,0.636,0.562,12.89
"2023-08-28 23:10:00",70,31.44,0,0.004,13.96,34.83,29.03,23.36,25.95,32.04,7.161,0.844,1.077,0.636,0.562,12.89
"2023-08-28 23:20:00",71,31.44,0,0.004,13.96,34.83,29.03,23.36,25.95,32.03,7.161,0.844,1.077,0.636,0.562,12.89
"2023-08-28 23:30:00",72,31.44,0,0.004,13.96,34.83,29.02,23.36,25.94,32.03,7.161,0.845,1.077,0.636,0.562,12.89
"2023-08-28 23:40:00",73,31.44,0,0.004,13.96,34.83,29.01,23.36,25.94,32.03,7.161,0.845,1.078,0.636,0.562,12.89
"2023-08-28 23:50:00",74,31.43,0,0.004,13.96,34.83,29.01,23.36,25.93,32.03,7.157,0.845,1.078,0.637,0.562,12.88
"2023-08-28 24:00:00",75,31.43,0,0.004,13.96,34.83,29,23.36,25.92,32.03,7.156,0.845,1.078,0.637,0.562,12.88
"2023-08-29 00:10:00",76,31.42,0,0.004,13.96,34.83,29,23.36,25.92,32.03,7.158,0.846,1.079,0.637,0.562,12.88
"2023-08-29 00:20:00",77,31.43,0,0.004,13.96,34.83,28.99,23.36,25.92,32.02,7.155,0.846,1.079,0.637,0.562,12.88
"2023-08-29 00:30:00",78,31.42,0,0.004,13.96,34.83,28.99,23.36,25.91,32.02,7.154,0.846,1.079,0.638,0.562,12.88
"2023-08-29 00:40:00",79,31.42,0,0.004,13.96,34.83,28.98,23.36,25.91,32.02,7.154,0.846,1.079,0.638,0.562,12.88
"2023-08-29 00:50:00",80,31.42,0,0.004,13.96,34.83,28.98,23.36,25.9,32.02,7.153,0.846,1.08,0.638,0.562,12.88
"2023-08-29 01:00:00",81,31.42,0,0.004,13.96,34.83,28.97,23.36,25.9,32.02,7.151,0.847,1.08,0.638,0.562,12.88
"2023-08-29 01:10:00",82,31.41,0,0.004,13.96,34.83,28.97,23.36,25.9,32.02,7.15,0.847,1.08,0.638,0.562,12.87
"2023-08-29 01:20:00",83,31.41,0,0.004,13.96,34.83,28.96,23.36,25.9,32.02,7.15,0.847,1.08,0.639,0.562,12.87
"2023-08-29 01:30:00",84,31.41,0,0.004,13.96,34.83,28.95,23.36,25.9,32.02,7.152,0.847,1.08,0.639,0.562,12.87
"2023-08-29 01:40:00",85,31.41,0,0.004,13.96,34.83,28.94,23.36,25.89,32.02,7.151,0.848,1.08,0.639,0.562,12.87
"2023-08-29 01:50:00",86,31.4,0,0.004,13.96,34.83,28.93,23.36,25.89,32.01,7.151,0.848,1.08,0.639,0.562,12.87
"2023-08-29 02:00:00",87,31.41,0,0.004,13.96,34.83,28.92,23.36,25.88,32.01,7.151,0.848,1.081,0.639,0.562,12.87
"2023-08-29 02:10:00",88,31.41,0,0.004,13.96,34.83,28.91,23.36,25.87,32.01,7.151,0.848,1.081,0.639,0.563,12.87
"2023-08-29 02:20:00",89,31.41,0,0.004,13.96,34.83,28.9,23.36,25.87,32.01,7.151,0.848,1.081,0.64,0.563,12.87
"2023-08-29 02:30:00",90,31.41,0,0.004,13.96,34.83,28.9,23.36,25.86,32.01,7.147,0.848,1.081,0.64,0.563,12.87
"2023-08-29 02:40:00",91,31.41,0,0.004,13.96,34.83,28.89,23.36,25.85,32.01,7.147,0.848,1.082,0.64,0.563,12.87
"2023-08-29 02:50:00",92,31.41,0,0.004,13.96,34.83,28.89,23.36,25.85,32.01,7.147,0.848,1.082,0.64,0.563,12.86
"2023-08-29 03:00:00",93,31.42,0,0.004,13.96,34.83,28.88,23.36,25.84,32.01,7.138,0.848,1.082,0.64,0.563,12.86
"2023-08-29 03:10:00",94,31.41,0,0.004,13.96,34.83,28.88,23.36,25.84,32.01,7.136,0.848,1.082,0.64,0.563,12.86
"2023-08-29 03:20:00",95,31.41,0,0.004,13.96,34.83,28.87,23.36,25.83,32.01,7.131,0.849,1.084,0.641,0.563,12.86
"2023-08-29 03:30:00",96,31.41,0,0.004,13.96,34.83,28.86,23.36,25.82,32.01,7.13,0.849,1.084,0.641,0.563,12.86
"2023-08-29 03:40:00",97,31.41,0,0.004,13.96,34.83,28.86,23.36,25.82,32.01,7.128,0.849,1.084,0.641,0.563,12.86
"2023-08-29 03:50:00",98,31.41,0,0.004,13.96,34.83,28.85,23.36,25.82,32.01,7.127,0.849,1.084,0.641,0.563,12.86
"2023-08-29 04:00:00",99,31.41,0,0.004,13.96,34.83,28.85,23.36,25.81,32.01,7.125,0.849,1.084,0.641,0.563,12.86
"2023-08-29 04:10:00",100,31.41,0,0.004,13.96,34.83,28.84,23.36,25.8,32.01,7.124,0.849,1.084,0.641,0.563,12.86
"2023-08-29 04:20:00",101,31.41,0,0.004,13.96,34.83,28.84,23.36,25.8,32.01,7.121,0.849,1.084,0.641,0.563,12.86
"2023-08-29 04:30:00",102,31.41,0,0.004,13.96,34.83,28.83,23.36,25.8,32.01,7.119,0.85,1.084,0.641,0.563,12.86
"2023-08-29 04:40:00",103,31.41,0,0.004,13.96,34.83,28.83,23.36,25.8,32.01,7.119,0.85,1.084,0.641,0.563,12.86
"2023-08-29 04:50:00",104,31.41,0,0.004,13.96,34.83,28.82,23.36,25.8,32.01,7.117,0.85,1.084,0.641,0.563,12.86
"2023-08-29 05:00:00",105,31.42,0,0.004,13.96,34.83,28.81,23.36,25.8,32.01,7.116,0.851,1.084,0.641,0.563,12.86
"2023-08-29 05:10:00",106,31.41,0,0.004,13.96,34.83,28.81,23.36,25.8,32.01,7.116,0.851,1.084,0.642,0.563,12.86
"2023-08-29 05:20:00",107,31.41,0,0.004,13.96,34.83,28.81,23.36,25.79,32.01,7.116,0.851,1.084,0.642,0.563,12.85
"2023-08-29 05:30:00",108,31.42,0,0.004,13.96,34.83,28.8,23.36,25.79,32,7.116,0.851,1.084,0.642,0.563,12.87
"2023-08-29 05:40:00",109,31.41,0,0.004,13.96,34.83,28.79,23.36,25.78,32,7.115,0.851,1.085,0.642,0.563,12.91
"2023-08-29 05:50:00",110,31.42,0,0.004,13.96,34.83,28.79,23.36,25.77,32,7.115,0.851,1.084,0.642,0.563,13.01
"2023-08-29 06:00:00",111,31.42,0,0.004,13.96,34.83,28.78,23.36,25.77,32,7.116,0.851,1.084,0.642,0.563,13.22
"2023-08-29 06:10:00",112,31.43,0,0.004,13.96,34.83,28.77,23.36,25.76,32,7.115,0.851,1.085,0.642,0.563,13.55
"2023-08-29 06:20:00",113,31.43,0,0.004,13.96,34.83,28.77,23.36,25.76,32,7.113,0.851,1.085,0.642,0.563,14.12
"2023-08-29 06:30:00",114,31.41,0,0.004,13.96,34.83,28.76,23.36,25.75,32,7.111,0.851,1.085,0.642,0.563,14.12
"2023-08-29 06:40:00",115,31.42,0,0.004,13.95,34.83,28.75,23.35,25.75,32,7.11,0.851,1.085,0.643,0.563,14.12
"2023-08-29 06:50:00",116,31.42,0,0.004,13.95,34.83,28.75,23.35,25.74,32,7.11,0.851,1.085,0.643,0.563,14.12
"2023-08-29 07:00:00",117,31.43,0,0.004,13.95,34.83,28.74,23.36,25.74,32,7.112,0.852,1.085,0.643,0.563,14.02
"2023-08-29 07:10:00",118,31.43,0,0.004,13.95,34.83,28.74,23.35,25.73,32,7.109,0.853,1.086,0.643,0.563,14.01
"2023-08-29 07:20:00",119,31.43,0,0.004,13.94,34.82,28.73,23.35,25.73,32,7.11,0.853,1.086,0.643,0.563,13.94
"2023-08-29 07:30:00",120,31.41,0,0.004,13.91,34.77,28.72,23.33,25.71,31.96,7.11,0.854,1.086,0.643,0.563,13.91
"2023-08-29 07:40:00",121,31.42,0,0.004,13.91,34.79,28.72,23.33,25.68,31.95,7.112,0.855,1.087,0.644,0.563,13.86
"2023-08-29 07:50:00",122,31.42,0,0.004,13.89,34.78,28.71,23.34,25.7,31.96,7.114,0.855,1.088,0.644,0.563,13.86
"2023-08-29 08:00:00",123,31.4,0,0.004,13.91,34.79,28.7,23.35,25.69,31.97,7.119,0.855,1.088,0.644,0.563,13.79
"2023-08-29 08:10:00",124,31.44,0,0.004,13.9,34.77,28.7,23.35,25.69,31.94,7.121,0.855,1.088,0.644,0.563,13.79
"2023-08-29 08:20:00",125,31.51,0,0.004,13.9,34.72,28.69,23.35,25.69,31.95,7.124,0.855,1.088,0.644,0.563,13.79
"2023-08-29 08:30:00",126,31.51,0,0.004,13.87,34.8,28.68,23.34,25.7,31.96,7.129,0.855,1.088,0.644,0.563,13.78
"2023-08-29 08:40:00",127,31.59,0,0.004,13.95,34.83,28.69,23.35,25.69,31.99,7.132,0.855,1.088,0.645,0.563,13.4
"2023-08-29 08:50:00",128,31.6,0,0.004,13.95,34.83,28.68,23.35,25.69,31.99,7.138,0.855,1.088,0.645,0.563,13.29
"2023-08-29 09:00:00",129,31.61,0,0.004,13.95,34.83,28.67,23.36,25.69,31.99,7.142,0.855,1.088,0.645,0.563,13.21
"2023-08-29 09:10:00",130,31.61,0,0.004,13.9,34.82,28.67,23.35,25.69,31.98,7.146,0.855,1.088,0.645,0.563,13.22
"2023-08-29 09:20:00",131,31.56,0,0.004,13.93,34.83,28.66,23.36,25.68,31.99,7.149,0.854,1.088,0.645,0.563,13.2
"2023-08-29 09:30:00",132,31.56,0,0.004,13.88,34.79,28.65,23.35,25.66,31.96,7.155,0.854,1.088,0.645,0.563,13.27
"2023-08-29 09:40:00",133,31.58,0,0.004,13.87,34.8,28.64,23.34,25.66,31.98,7.157,0.855,1.088,0.645,0.563,13.25
"2023-08-29 09:50:00",134,31.57,0,0.004,13.91,34.83,28.63,23.35,25.67,31.96,7.161,0.855,1.089,0.645,0.563,13.46
"2023-08-29 10:00:00",135,31.55,0,0.004,13.91,34.81,28.63,23.35,25.65,31.95,7.166,0.855,1.089,0.645,0.563,13.25
"2023-08-29 10:10:00",136,31.58,0,0.004,13.89,34.79,28.63,23.35,25.65,31.95,7.167,0.866,1.089,0.645,0.564,13.28
"2023-08-29 10:20:00",137,31.64,0,0.004,13.9,34.79,28.63,23.35,25.65,31.98,7.182,0.877,1.091,0.646,0.564,13.27
"2023-08-29 10:30:00",138,31.62,0,0.004,13.92,34.83,28.61,23.36,25.65,31.99,7.207,0.894,1.097,0.649,0.564,13.24
"2023-08-29 10:40:00",139,31.61,0,0.004,13.91,34.78,28.6,23.36,25.64,31.98,7.492,0.901,1.096,0.65,0.564,13.24
"2023-08-29 10:50:00",140,31.61,0,0.004,13.91,34.79,28.6,23.35,25.63,31.97,7.515,0.902,1.097,0.65,0.564,13.19
"2023-08-29 11:00:00",141,31.61,0,0.004,13.94,34.81,28.6,23.36,25.64,31.97,7.52,0.903,1.097,0.65,0.564,13.21
"2023-08-29 11:10:00",142,31.63,0,0.004,13.94,34.81,28.59,23.36,25.63,31.99,7.526,0.904,1.098,0.649,0.564,13.2
"2023-08-29 11:20:00",143,31.64,0,0.004,13.93,34.82,28.58,23.36,25.63,31.98,7.531,0.905,1.099,0.65,0.564,13.2
"2023-08-29 11:30:00",144,31.64,0,0.004,13.94,34.8,28.57,23.36,25.63,31.98,7.535,0.906,1.1,0.65,0.565,13.2
"2023-08-29 11:40:00",145,31.62,0,0.004,13.95,34.79,28.57,23.36,25.64,31.98,7.579,0.917,1.101,0.65,0.565,13.2
"2023-08-29 11:50:00",146,31.62,0,0.004,13.93,34.81,28.57,23.36,25.64,31.98,7.615,0.931,1.102,0.65,0.565,13.19
"2023-08-29 12:00:00",147,31.62,0,0.004,13.91,34.8,28.56,23.36,25.63,31.97,7.625,0.932,1.103,0.65,0.565,13.18
"2023-08-29 12:10:00",148,31.58,0,0.004,13.92,34.78,28.56,23.34,25.62,31.93,7.632,0.962,1.105,0.65,0.565,13.2
"2023-08-29 12:20:00",149,31.61,0,0.004,13.92,34.81,28.56,23.3,25.56,31.93,7.645,0.998,1.107,0.65,0.565,13.2
"2023-08-29 12:30:00",150,31.61,0,0.004,13.92,34.78,28.54,23.33,25.58,31.91,7.647,1.003,1.107,0.649,0.565,13.2
"2023-08-29 12:40:00",151,31.62,0,0.004,13.93,34.8,28.55,23.34,25.61,31.93,7.648,1.005,1.107,0.65,0.565,13.29
"2023-08-29 12:50:00",152,31.62,0,0.004,13.91,34.81,28.54,23.33,25.59,31.97,7.65,1.005,1.108,0.65,0.565,13.2
"2023-08-29 13:00:00",153,31.57,0,0.004,13.93,34.8,28.53,23.36,25.61,31.97,7.648,1.007,1.108,0.65,0.565,13.2
"2023-08-29 13:10:00",154,31.58,0,0.004,13.95,34.81,28.53,23.36,25.61,31.98,7.653,1.007,1.108,0.65,0.565,13.2
"2023-08-29 13:20:00",155,31.61,0,0.004,13.93,34.82,28.52,23.35,25.59,31.93,7.656,1.008,1.108,0.651,0.565,13.18
"2023-08-29 13:30:00",156,31.64,0,0.004,13.93,34.77,28.51,23.34,25.58,31.94,7.66,1.007,1.108,0.651,0.565,13.19
"2023-08-29 13:40:00",157,31.57,0,0.004,13.91,34.8,28.52,23.33,25.57,31.93,7.658,1.007,1.108,0.651,0.565,13.21
"2023-08-29 13:50:00",158,31.65,0,0.004,13.93,34.83,28.52,23.35,25.59,31.98,7.655,1.008,1.108,0.651,0.565,13.26
"2023-08-29 14:00:00",159,31.64,0,0.004,13.96,34.82,28.51,23.36,25.59,31.98,7.652,1.008,1.108,0.651,0.565,13.26
"2023-08-29 14:10:00",160,31.54,0,0.004,13.92,34.79,28.5,23.35,25.58,31.97,7.645,1.009,1.108,0.651,0.565,13.25
"2023-08-29 14:20:00",161,31.55,0,0.004,13.93,34.8,28.5,23.33,25.54,31.95,7.642,1.01,1.108,0.651,0.565,13.2
"2023-08-29 14:30:00",162,31.51,0,0.004,13.91,34.81,28.48,23.36,25.56,31.96,7.64,1.011,1.108,0.651,0.565,13.2
"2023-08-29 14:40:00",163,31.55,0,0.004,13.89,34.8,28.48,23.34,25.55,31.93,7.64,1.011,1.108,0.652,0.565,13.21
"2023-08-29 14:50:00",164,31.52,0,0.004,13.91,34.77,28.47,23.35,25.53,31.96,7.637,1.011,1.108,0.652,0.565,13.21
"2023-08-29 15:00:00",165,31.52,0,0.004,13.93,34.8,28.48,23.32,25.48,31.96,7.633,1.011,1.108,0.652,0.565,13.26
"2023-08-29 15:10:00",166,31.53,0,0.004,13.92,34.82,28.46,23.33,25.51,31.96,7.627,1.011,1.109,0.652,0.565,13.25
"2023-08-29 15:20:00",167,31.57,0,0.004,13.96,34.8,28.47,23.35,25.54,31.98,7.623,1.011,1.109,0.653,0.565,13.26
"2023-08-29 15:30:00",168,31.55,0,0.004,13.96,34.83,28.47,23.36,25.54,31.98,7.618,1.01,1.109,0.653,0.565,13.28
"2023-08-29 15:40:00",169,31.51,0,0.004,13.94,34.79,28.45,23.34,25.52,31.98,7.61,1.009,1.109,0.653,0.565,13.28
"2023-08-29 15:50:00",170,31.56,0,0.004,13.96,34.83,28.46,23.35,25.54,31.98,7.602,1.009,1.108,0.653,0.565,13.28
"2023-08-29 16:00:00",171,31.52,0,0.004,13.93,34.82,28.45,23.35,25.54,31.98,7.59,1.008,1.108,0.653,0.565,13.28
"2023-08-29 16:10:00",172,31.43,0,0.004,13.9,34.78,28.43,23.35,25.52,31.91,7.577,1.007,1.109,0.653,0.565,13.27
"2023-08-29 16:20:00",173,31.5,0,0.004,13.93,34.76,28.43,23.32,25.52,31.97,7.569,1.007,1.108,0.652,0.565,13.26
"2023-08-29 16:30:00",174,31.5,0,0.004,13.95,34.79,28.43,23.31,25.51,31.96,7.56,1.006,1.107,0.652,0.564,13.26
"2023-08-29 16:40:00",175,31.49,0,0.004,13.96,34.81,28.43,23.34,25.54,31.97,7.556,1.013,1.108,0.652,0.564,13.2
"2023-08-29 16:50:00",176,31.56,0,0.004,13.97,34.83,28.43,23.35,25.54,31.97,7.555,1.036,1.108,0.653,0.564,13.21
"2023-08-29 17:00:00",177,31.55,0,0.004,13.97,34.83,28.42,23.35,25.54,31.97,7.569,1.052,1.109,0.653,0.564,13.21
"2023-08-29 17:10:00",178,31.55,0,0.004,13.98,34.83,28.42,23.35,25.54,31.97,7.873,1.103,1.112,0.653,0.565,13.27
"2023-08-29 17:20:00",179,31.54,0,0.004,13.98,34.83,28.41,23.35,25.53,31.97,8.05,1.138,1.111,0.743,0.564,13.28
"2023-08-29 17:30:00",180,31.53,0,0.004,13.98,34.83,28.4,23.35,25.52,31.97,8.04,1.15,1.119,0.793,0.564,13.28
"2023-08-29 17:40:00",181,31.52,0,0.004,13.98,34.83,28.38,23.35,25.52,31.97,8.03,1.16,1.117,0.788,0.564,13.3
"2023-08-29 17:50:00",182,31.51,0,0.004,13.98,34.83,28.38,23.35,25.52,31.97,8.02,1.17,1.118,0.805,0.58,13.37
"2023-08-29 18:00:00",183,31.51,0,0.004,13.98,34.83,28.37,23.35,25.51,31.97,8.02,1.172,1.126,0.816,0.614,13.33
